comment_id,language,club,player,comment,comment_de,label
DE_0159,DE,vfb,Ermedin Demirovic,"Wichtige Spieler weggekauft und wieder kassiert. Für nächste Saison Undav,Demirovic,Milliot und Stiller? 5:1 einfach nur krank und Millot Weltklasse","Wichtige Spieler weggekauft und wieder kassiert. Für nächste Saison Undav,Demirovic,Milliot und Stiller? 5:1 einfach nur krank und Millot Weltklasse",NEUTRAL
DE_0160,DE,bayer04,Victor Boniface,bonifacey😂😂😂,bonifacey😂😂😂,NEUTRAL
DE_0161,DE,vfb,Enzo Millot,Update zu Millot bitte,Update zu Millot bitte,NEUTRAL
DE_0162,DE,fch,Paul Wanner,Denkst ich Wanner wird Stammspieler?,Denkst ich Wanner wird Stammspieler?,NEUTRAL
DE_0163,DE,vfb,Fabian Rieder,"Vagnoman,Leweling,Karazor,Undav raus, Demirović,Rieder,Diehl,Woltemade rein","Vagnoman,Leweling,Karazor,Undav raus, Demirović,Rieder,Diehl,Woltemade rein",NEUTRAL
DE_0164,DE,vfb,Deniz Undav,Deniz undav ✌🏻,Deniz undav ✌🏻,NEUTRAL
DE_0165,DE,vfb,Ermedin Demirovic,Undav in Sturm demirovic raus dafür Rieder,Undav in Sturm demirovic raus dafür Rieder,NEUTRAL
DE_0166,DE,bayer04,Victor Boniface,We gather get Akure blood 😂 @boniface_jrn,We gather get Akure blood 😂 @boniface_jrn,NEUTRAL
DE_0167,DE,vfb,Enzo Millot,Soll Millot den Pfiff mit einem lächeln entgegen nehmen oder was,Soll Millot den Pfiff mit einem lächeln entgegen nehmen oder was,NEUTRAL
DE_0168,DE,fch,Paul Wanner,@paul_wanner_ ich flehe dich bitte nur eine einzige Antwort bitte 😓😓,@paul_wanner_ ich flehe dich bitte nur eine einzige Antwort bitte 😓😓,NEUTRAL
DE_0169,DE,vfb,Fabian Rieder,"Bitte Sebastin,Vagnoman,Karazor,Stiller,Leweling,Undav eine Pause. Demirović,Sergoiu, Diehl,Rieder,  rein","Bitte Sebastin,Vagnoman,Karazor,Stiller,Leweling,Undav eine Pause. Demirović,Sergoiu, Diehl,Rieder,  rein",NEUTRAL
DE_0170,DE,vfb,Deniz Undav,"Das war Fußballspiel zu vergessen.. 1 Halbzeit pennt man ja ein, da war Chris und Maxi noch die besten.. Bitte erlöst Vagno und lasst den draußen, ist ja unterirdisch alle machen ein Schritt nach vorne  unter Basti er nicht. Undav mal von der Bank bringen vllt setzt er dann andere Signale","Das war Fußballspiel zu vergessen.. 1 Halbzeit pennt man ja ein, da war Chris und Maxi noch die besten.. Bitte erlöst Vagno und lasst den draußen, ist ja unterirdisch alle machen ein Schritt nach vorne  unter Basti er nicht. Undav mal von der Bank bringen vllt setzt er dann andere Signale",NEUTRAL
DE_0171,DE,bayer04,Victor Boniface,@boniface_jrn that hand mean Don’t Play 😂😂😂,@boniface_jrn that hand mean Don’t Play 😂😂😂,NEUTRAL
DE_0172,DE,vfb,Enzo Millot,Leistungsträger weggekauft trotzdem wird das nix. Jetzt noch Millot und Hoeneß wollen. Selbst wenn die sich VfB Dortmund nennen. Und danke Anton für das Super Wochenende,Leistungsträger weggekauft trotzdem wird das nix. Jetzt noch Millot und Hoeneß wollen. Selbst wenn die sich VfB Dortmund nennen. Und danke Anton für das Super Wochenende,NEUTRAL
DE_0173,DE,vfb,Fabian Rieder,"Das war eins der besten spiele die ich vom vfb gesehen habe. Ich dachte da geht man 4 -0 zur Halbzeit runter. Nein man hatte Chancen, klare. Das ist das einzige was man heute zum vorwurf machen könnte, nicht kaltschnäuzig genug. Und rieder vor dem zwei ein an der aussen linie der lupfer? Naja was solls. Top leistung . Hat am tv extrem spass gemacht , real beim schwitzen und schwimmen zu sehen, jede hoffnung jeden joker einzuwechseln und die Verzweiflung wuchs und wuchs 🤣🤣🤣🤣🙏🙏🙏","Das war eins der besten spiele die ich vom vfb gesehen habe. Ich dachte da geht man 4 -0 zur Halbzeit runter. Nein man hatte Chancen, klare. Das ist das einzige was man heute zum vorwurf machen könnte, nicht kaltschnäuzig genug. Und rieder vor dem zwei ein an der aussen linie der lupfer? Naja was solls. Top leistung . Hat am tv extrem spass gemacht , real beim schwitzen und schwimmen zu sehen, jede hoffnung jeden joker einzuwechseln und die Verzweiflung wuchs und wuchs 🤣🤣🤣🤣🙏🙏🙏",NEUTRAL
DE_0174,DE,vfb,Deniz Undav,Deniz Undav 🫡,Deniz Undav 🫡,NEUTRAL
DE_0175,DE,bayer04,Victor Boniface,Omo weyrey @boniface_jrn 😂😂😂😂,Omo weyrey @boniface_jrn 😂😂😂😂,NEUTRAL
DE_0176,DE,vfb,Enzo Millot,"Alle direkten Konkurrenten haben gewonnen, maximal bittere und unnötige Niederlage. Jetzt die richtigen Lehren ziehen: Stergiou muss RV spielen, Woltemade ist der stürmer nummer eins, Millot eine längere Pause geben, Jeltsch für die Spieleröffnung rein","Alle direkten Konkurrenten haben gewonnen, maximal bittere und unnötige Niederlage. Jetzt die richtigen Lehren ziehen: Stergiou muss RV spielen, Woltemade ist der stürmer nummer eins, Millot eine längere Pause geben, Jeltsch für die Spieleröffnung rein",NEUTRAL
DE_0177,DE,vfb,Deniz Undav,Kurdish deniz undav 😎,Kurdish deniz undav 😎,NEUTRAL
DE_0178,DE,bayer04,Victor Boniface,Boniface wan beat person,Boniface wan beat person,NEUTRAL
DE_0179,DE,vfb,Enzo Millot,"Ich bin allen ehrlich, Chase ist echt der Hammer. Millot hat gelb bekommen weil er sich aufregt das da kein Einwurf ist, und der Elfmeter ist keiner, bitte lässt diesen Schiedsrichter nie mehr pfeifen, nicht in den VfB Partien, aber auch nicht in anderen, der ist sogar für Kreisliga zu schlecht","Ich bin allen ehrlich, Chase ist echt der Hammer. Millot hat gelb bekommen weil er sich aufregt das da kein Einwurf ist, und der Elfmeter ist keiner, bitte lässt diesen Schiedsrichter nie mehr pfeifen, nicht in den VfB Partien, aber auch nicht in anderen, der ist sogar für Kreisliga zu schlecht",NEUTRAL
DE_0180,DE,vfb,Deniz Undav,Where is Undav?,Where is Undav?,NEUTRAL
DE_0181,DE,bayer04,Victor Boniface,@boniface_jrn  come wetin do you near your mouth sef,@boniface_jrn  come wetin do you near your mouth sef,NEUTRAL
DE_0182,DE,vfb,Enzo Millot,"Ich glaub wir sind das beste und schlechteste Team zu gleich was ich je gesehen hab. Wie mann so ein gutes Spiel machen kann, bloß um dann mit eigenen Fehler alles aber wirklich alles im Klo runter zuspülen ist echt krass. Von vagnoman hab ich jetzt wirklich echt genug gesehen, millot auch schon lange nicht mehr der von Beginn der Saison und wieso nübel gefühlt das halbe Spiel lang denn ball lang hammert ausser da wo jeder gedeckt ist, ist auch stark. Wiederum ist das 1:1 wahrscheinlich abseits, dess so länger das spiel ging dess so schlechter wurde der schiri und jeltsch, woltemade, Stiller und auch noch einige andere haben heute eigentlich ein solides Spiel gemacht. Es gibt jetzt für uns zwei Optionen entweder wir verkacken jetzt auch gegen Kiel und Rutschen so auf BVB Niveau ab, oder wir spielen so weiter wie wir es heute vorallem in der ersten Halbzeit getan haben und fangen endlich wieder an spiele zu gewinnen. Weil eigentlich kann man sich wenn man selber nicht so unfassbar dumm gewesen wäre, heute nur wenig vor werfen. AUF GEHT'S VFB wir reisen uns jetzt endlich mal wieder zusammen und fangen endlich wieder das Siegen an ⚪️🔴","Ich glaub wir sind das beste und schlechteste Team zu gleich was ich je gesehen hab. Wie mann so ein gutes Spiel machen kann, bloß um dann mit eigenen Fehler alles aber wirklich alles im Klo runter zuspülen ist echt krass. Von vagnoman hab ich jetzt wirklich echt genug gesehen, millot auch schon lange nicht mehr der von Beginn der Saison und wieso nübel gefühlt das halbe Spiel lang denn ball lang hammert ausser da wo jeder gedeckt ist, ist auch stark. Wiederum ist das 1:1 wahrscheinlich abseits, dess so länger das spiel ging dess so schlechter wurde der schiri und jeltsch, woltemade, Stiller und auch noch einige andere haben heute eigentlich ein solides Spiel gemacht. Es gibt jetzt für uns zwei Optionen entweder wir verkacken jetzt auch gegen Kiel und Rutschen so auf BVB Niveau ab, oder wir spielen so weiter wie wir es heute vorallem in der ersten Halbzeit getan haben und fangen endlich wieder an spiele zu gewinnen. Weil eigentlich kann man sich wenn man selber nicht so unfassbar dumm gewesen wäre, heute nur wenig vor werfen. AUF GEHT'S VFB wir reisen uns jetzt endlich mal wieder zusammen und fangen endlich wieder das Siegen an ⚪️🔴",NEUTRAL
DE_0183,DE,vfb,Deniz Undav,Ist Undav da??,Ist Undav da??,NEUTRAL
DE_0184,DE,bayer04,Victor Boniface,@boniface_jrn come drop caption buddy 😂😂,@boniface_jrn come drop caption buddy 😂😂,NEUTRAL
DE_0185,DE,vfb,Deniz Undav,Undav Einzelsturm???,Undav Einzelsturm???,NEUTRAL
DE_0186,DE,bayer04,Victor Boniface,No😢Where’s Boniface?,No😢Where’s Boniface?,NEUTRAL
DE_0187,DE,vfb,Deniz Undav,"Chabot, König der Lüfte, Fürst von Cannstatt und Verteidigungsminister ⚪️🔴(Undav gibt nach dem faux pas ne Runde Döner für alle aus)","Chabot, König der Lüfte, Fürst von Cannstatt und Verteidigungsminister ⚪️🔴(Undav gibt nach dem faux pas ne Runde Döner für alle aus)",NEUTRAL
DE_0188,DE,bayer04,Victor Boniface,Instagram Admin have joined Facebook and Twitter admin 😂😂😂 but Admin what do you know about comrade? Naija influence 😂 instead of Boniface to start forming foreign accent it's the other way round 😂 he will be comfortably speaking pidgin to them and they will understand 😂,Instagram Admin have joined Facebook and Twitter admin 😂😂😂 but Admin what do you know about comrade? Naija influence 😂 instead of Boniface to start forming foreign accent it's the other way round 😂 he will be comfortably speaking pidgin to them and they will understand 😂,NEUTRAL
DE_0189,DE,vfb,Deniz Undav,"Super spiel! Aber leider vercoacht. Undav braucht Platz und Raum. Das geht als einzige Spitze nicht. Selbst Nagelsmann hat’s verstanden und havertz und Undav zusammen auflaufen lassen. Schade, aber SUPER spiel","Super spiel! Aber leider vercoacht. Undav braucht Platz und Raum. Das geht als einzige Spitze nicht. Selbst Nagelsmann hat’s verstanden und havertz und Undav zusammen auflaufen lassen. Schade, aber SUPER spiel",NEUTRAL
DE_0190,DE,bayer04,Victor Boniface,Werey nhi @boniface_jrn 😂,Werey nhi @boniface_jrn 😂,NEUTRAL
DE_0191,DE,vfb,Deniz Undav,Undav robbed of a 2nd assist😢,Undav robbed of a 2nd assist😢,NEUTRAL
DE_0192,DE,bayer04,Victor Boniface,Boniface making a face! 🇳🇬,Boniface making a face! 🇳🇬,NEUTRAL
DE_0193,DE,bayer04,Victor Boniface,You don finally possess firmpong 😂 @boniface_jrn,You don finally possess firmpong 😂 @boniface_jrn,NEUTRAL
DE_0194,DE,bayer04,Victor Boniface,"Boniface, Hradecky ?????","Boniface, Hradecky ?????",NEUTRAL
DE_0195,DE,bvb,Emre Can,"Der Trainer hat super Spieler nur leider macht er keine Einheit daraus. Der beste Stürmer bekommt keine Bälle. Es fehlt in der Abwehr an Erfahrung. Hummels ? Was bringen einem schnelle Spieler wenn du im Mittelfeld Can hast, der jedes Mal das Tempo verschleppt. Hier fehlt eindeutig ein erfahrener Trainer.  Jedes Mal das hoffen nach der Halbzeit geht's los bei Dortmund..... aber nix passiert.  Es wird nicht früh genug angegriffen.  Guckt sich sahin keine anderen Spiele an Stuttgart,  Bayern, Leverkusen....","Der Trainer hat super Spieler nur leider macht er keine Einheit daraus. Der beste Stürmer bekommt keine Bälle. Es fehlt in der Abwehr an Erfahrung. Hummels ? Was bringen einem schnelle Spieler wenn du im Mittelfeld Can hast, der jedes Mal das Tempo verschleppt. Hier fehlt eindeutig ein erfahrener Trainer.  Jedes Mal das hoffen nach der Halbzeit geht's los bei Dortmund..... aber nix passiert.  Es wird nicht früh genug angegriffen.  Guckt sich sahin keine anderen Spiele an Stuttgart,  Bayern, Leverkusen....",NEGATIVE
DE_0196,DE,bayer04,Victor Boniface,Boniface must be there anywhere way trouble dy him dy,Boniface must be there anywhere way trouble dy him dy,NEGATIVE
DE_0197,DE,vfb,Fabian Rieder,starker typ. währenddessen ist demirovics torgefahr einfach despawned genauso wie fabian rieder. manche sachen check ich einfach nicht,starker typ. währenddessen ist demirovics torgefahr einfach despawned genauso wie fabian rieder. manche sachen check ich einfach nicht,NEGATIVE
DE_0198,DE,vfb,Anrie Chase,"Die rechte Seite mit Rouault / Vagnoman war ein Totalausfall , dadurch konnten sich die Paulianer gut auf die andere Seite einstellen , da der VfB sehr berechenbar war .Chase ist und bleibt ein Unsicherheitsfaktor !Demirović rennt seiner Form hinterher , er kämpft , rackert , aber trifft leider das Tor nicht .Fazit : der VfB kommt auf dem Zahnfleisch daher und die Pause tut mehr als gut .Neues Jahr , alle wieder fit, dann wieder angreifen .Man muß auch in schlechteren Zeiten zu seiner Mannschaft stehen .Allen VfB Fans ein frohes und gesegnetes Weihnachtsfest .1893 💪💪","Die rechte Seite mit Rouault / Vagnoman war ein Totalausfall , dadurch konnten sich die Paulianer gut auf die andere Seite einstellen , da der VfB sehr berechenbar war .Chase ist und bleibt ein Unsicherheitsfaktor !Demirović rennt seiner Form hinterher , er kämpft , rackert , aber trifft leider das Tor nicht .Fazit : der VfB kommt auf dem Zahnfleisch daher und die Pause tut mehr als gut .Neues Jahr , alle wieder fit, dann wieder angreifen .Man muß auch in schlechteren Zeiten zu seiner Mannschaft stehen .Allen VfB Fans ein frohes und gesegnetes Weihnachtsfest .1893 💪💪",NEGATIVE
DE_0199,DE,vfb,Ermedin Demirovic,Mensch ist der Demirovic schlecht. 21 Mio. für so einen. Ein 9-er und ein IV müssen im Januar her.,Mensch ist der Demirovic schlecht. 21 Mio. für so einen. Ein 9-er und ein IV müssen im Januar her.,NEGATIVE
DE_0200,DE,bvb,Karim Adeyemi,"Kann er das bitte adeyemi beibringen, der wäre wieder 3 mal ausgerutscht auf 6 Metern","Kann er das bitte adeyemi beibringen, der wäre wieder 3 mal ausgerutscht auf 6 Metern",NEGATIVE
DE_0201,DE,fcbayern,Min-Jae Kim,"Kim raus, Upamecano, Kompany  IV","Kim raus, Upamecano, Kompany  IV",NEGATIVE
DE_0202,DE,fcbayern,Michael Olise,Olise ist so schlecht,Olise ist so schlecht,NEGATIVE
DE_0203,DE,bvb,Maximilian Beier,"Nach der heutigen ""Leistung"" kann ich wirklich nicht verstehen, warum wir Beier unbedingt kaufen müssten!? Er gibt 1. keine akute Position für ihn. Außer Brandt wäre verletzt. 2. Fehlt es ihm an Körperlichkeit und akaltschnäuzigkeit im Abschluss!","Nach der heutigen ""Leistung"" kann ich wirklich nicht verstehen, warum wir Beier unbedingt kaufen müssten!? Er gibt 1. keine akute Position für ihn. Außer Brandt wäre verletzt. 2. Fehlt es ihm an Körperlichkeit und akaltschnäuzigkeit im Abschluss!",NEGATIVE
DE_0204,DE,vfb,Deniz Undav,Alles nur wegen Undavs Rolls Royce 😪,Alles nur wegen Undavs Rolls Royce 😪,NEGATIVE
DE_0205,DE,fcbayern,Dayot Upamecano,Is better than Kim and Upamecano,Is better than Kim and Upamecano,NEGATIVE
DE_0206,DE,vfb,Jeff Chabot,"Sehr starke Leistung man kann Stolz sein aber wieder Abwehrschwächen um Chabot, Mittelstädt sehr schwache.","Sehr starke Leistung man kann Stolz sein aber wieder Abwehrschwächen um Chabot, Mittelstädt sehr schwache.",NEGATIVE
DE_0207,DE,vfb,Alexander Nübel,"Beim 3ten Treffer muß nübel durchlaufen nie stoppen immer die gleichen Fehler aller Torhüter, nübel trainier das","Beim 3ten Treffer muß nübel durchlaufen nie stoppen immer die gleichen Fehler aller Torhüter, nübel trainier das",NEGATIVE
DE_0208,DE,vfb,Angelo Stiller,"Karazor, Stiller so schlecht","Karazor, Stiller so schlecht",NEGATIVE
DE_0209,DE,bvb,Nico Schlotterbeck,Emre can wie kann so einer Kapitän sein der schlechteste Mittelfeld spieler in der BL ein sabitzer sitzt 75 Minuten auf der bank schlotterbeck grauenhaft couto auch echt nicht gut dieses spiel dann kommt ein bensebaini rein der absolut schlecht ist schon seit dem er bei Dortmund ist beier auch echt nicht gut also und das schlimmste ist keiner außer ryerson und guirassy hat versucht zu kämpfen,Emre can wie kann so einer Kapitän sein der schlechteste Mittelfeld spieler in der BL ein sabitzer sitzt 75 Minuten auf der bank schlotterbeck grauenhaft couto auch echt nicht gut dieses spiel dann kommt ein bensebaini rein der absolut schlecht ist schon seit dem er bei Dortmund ist beier auch echt nicht gut also und das schlimmste ist keiner außer ryerson und guirassy hat versucht zu kämpfen,NEGATIVE
DE_0210,DE,vfb,Enzo Millot,"Meine Erkenntnisse nach dem Heimspiel in der Bundesliga gegen Borussia Mönchengladbach 🤍❤️1. Eine gebrauchte Woche für uns 😕2. Die dritte Pflichtspielniederlage in Serie - erstmals unter Sebastian Hoeneß. 3. Gladbach hat absolut verdient gewonnen 💯4. Erstmals seit 2015 wieder ein Heimspiel in der Bundesliga gegen Gladbach verloren. 5. Die sechste Liga-Pleite in dieser Saison, drei davon Zuhause. 6. Unter Sebastian Hoeneß mit unser schlechtestes Heimspiel gemacht 🙈7. Die gute Ausgangslage in der Bundesliga verspielt. Statt sich etwas abzusetzen, ist jetzt zwischen Platz 4 und 10 alles viel enger zusammengerückt 🫣8. Die Abwehr aktuell wieder neben der Spur, wir kriegen immer und immer wieder viel zu einfache und unnötige Gegentore. Zieht sich wie ein roter Faden durch die Saison 😫9. Demi und Undav aktuell auch leider schwierig. Der Offensiv - Motor was unser Prunkstück normalerweise ist, hakt gewaltig 🤷‍♂️10. Sorry aber Enzo Millot regt mich seit Wochen richtig auf! 🙄 Seit es Wechsel-Gerüchte gab bzw er von PSG gesprochen hat, kommt da kaum noch Leistung. Das ist viel zu wenig, wenn man mit dem Kopf nicht 100 % beim VfB ist, kann man gehen. 11. Es war unser 7 Spiel in 20 Tagen! Das merkt man leider einfach, es fehlt vieles aktuell. Deshalb bin ich froh das nach Augsburg/Dortmund keine englische Wochen mehr anstehen 🙏 Dann haben wir mehr Training und eine komplette Woche Zeit uns auf die Gegner vorbereiten, bin sicher das wird der Mannschaft gut tun 💯12. Jetzt voller Fokus auf das Pokalspiel gegen Augsburg! 100 % Leistungssteigerung, egal wie, wir müssen das ziehen um nicht erst in einem Negativsprudel reinzukommen. Danach gucken was in Dortmund geht. Jetzt muss die Mannschaft eine Reaktion zeigen 🤍❤️","Meine Erkenntnisse nach dem Heimspiel in der Bundesliga gegen Borussia Mönchengladbach 🤍❤️1. Eine gebrauchte Woche für uns 😕2. Die dritte Pflichtspielniederlage in Serie - erstmals unter Sebastian Hoeneß. 3. Gladbach hat absolut verdient gewonnen 💯4. Erstmals seit 2015 wieder ein Heimspiel in der Bundesliga gegen Gladbach verloren. 5. Die sechste Liga-Pleite in dieser Saison, drei davon Zuhause. 6. Unter Sebastian Hoeneß mit unser schlechtestes Heimspiel gemacht 🙈7. Die gute Ausgangslage in der Bundesliga verspielt. Statt sich etwas abzusetzen, ist jetzt zwischen Platz 4 und 10 alles viel enger zusammengerückt 🫣8. Die Abwehr aktuell wieder neben der Spur, wir kriegen immer und immer wieder viel zu einfache und unnötige Gegentore. Zieht sich wie ein roter Faden durch die Saison 😫9. Demi und Undav aktuell auch leider schwierig. Der Offensiv - Motor was unser Prunkstück normalerweise ist, hakt gewaltig 🤷‍♂️10. Sorry aber Enzo Millot regt mich seit Wochen richtig auf! 🙄 Seit es Wechsel-Gerüchte gab bzw er von PSG gesprochen hat, kommt da kaum noch Leistung. Das ist viel zu wenig, wenn man mit dem Kopf nicht 100 % beim VfB ist, kann man gehen. 11. Es war unser 7 Spiel in 20 Tagen! Das merkt man leider einfach, es fehlt vieles aktuell. Deshalb bin ich froh das nach Augsburg/Dortmund keine englische Wochen mehr anstehen 🙏 Dann haben wir mehr Training und eine komplette Woche Zeit uns auf die Gegner vorbereiten, bin sicher das wird der Mannschaft gut tun 💯12. Jetzt voller Fokus auf das Pokalspiel gegen Augsburg! 100 % Leistungssteigerung, egal wie, wir müssen das ziehen um nicht erst in einem Negativsprudel reinzukommen. Danach gucken was in Dortmund geht. Jetzt muss die Mannschaft eine Reaktion zeigen 🤍❤️",NEGATIVE
DE_0211,DE,bvb,Julian Brandt,"Sorry Leute aber ich finde die Mannschaft ist eher schlechter geworden anstatt besser- Sabitzer Brandt Schlotti, diese Spieler sind einfach so weit weg von ihrer Leistung der letzten Saison! Was macht Sahin im Training? Ich bin so enttäuscht, es läuft wirklich schlecht und das sollte man AUFHÖREN SCHÖN ZU REDEN! WO IST DER BVB DER DOMINANZ AUSSTRAHLT AB MINUTE 1 ?","Sorry Leute aber ich finde die Mannschaft ist eher schlechter geworden anstatt besser- Sabitzer Brandt Schlotti, diese Spieler sind einfach so weit weg von ihrer Leistung der letzten Saison! Was macht Sahin im Training? Ich bin so enttäuscht, es läuft wirklich schlecht und das sollte man AUFHÖREN SCHÖN ZU REDEN! WO IST DER BVB DER DOMINANZ AUSSTRAHLT AB MINUTE 1 ?",NEGATIVE
DE_0212,DE,vfb,Jamie Leweling,Leweling raus,Leweling raus,NEGATIVE
DE_0213,DE,vfb,Pascal Stenzel,Undav Katastrophe muss den Ball auf Millot oder Jamie spielen dann Laufen beide alleine auf das FREIBURGER Tor zu. Und ist mir zu schläfrig. Millot bemüht…Krätzig und Stenzel raus.,Undav Katastrophe muss den Ball auf Millot oder Jamie spielen dann Laufen beide alleine auf das FREIBURGER Tor zu. Und ist mir zu schläfrig. Millot bemüht…Krätzig und Stenzel raus.,NEGATIVE
DE_0214,DE,bvb,Emre Can,"Can als Kapitän, Sahin als Trainer. Wer hat euch angelogen 😂😂😂😭","Can als Kapitän, Sahin als Trainer. Wer hat euch angelogen 😂😂😂😭",NEGATIVE
DE_0215,DE,bayer04,Victor Boniface,"Nothing u wan tell me now, na Okija guy be the handler of this account... How can Boniface influence Bayern club😂😂😂😂😂","Nothing u wan tell me now, na Okija guy be the handler of this account... How can Boniface influence Bayern club😂😂😂😂😂",NEGATIVE
DE_0216,DE,vfb,Anrie Chase,Bisher bin ich nicht überzeugt. Stellungsspiel und Zusammenspiel mit Chase sind noch gut ausbaufähig 🤷‍♂️,Bisher bin ich nicht überzeugt. Stellungsspiel und Zusammenspiel mit Chase sind noch gut ausbaufähig 🤷‍♂️,NEGATIVE
DE_0217,DE,vfb,Ermedin Demirovic,@e.demirovic29 streng dich mal an junge du kannst mehr,@e.demirovic29 streng dich mal an junge du kannst mehr,NEGATIVE
DE_0218,DE,fcbayern,Min-Jae Kim,Better than kim men jae 😂,Better than kim men jae 😂,NEGATIVE
DE_0219,DE,bvb,Maximilian Beier,Einfach mal Mit dem malen wechsel zwar ein Spiel rein gebracht aber gleichzeitig auch beier aus dem Spiel genommen das hab ich bei keinem Trainer noch gesehen Respekt nuri,Einfach mal Mit dem malen wechsel zwar ein Spiel rein gebracht aber gleichzeitig auch beier aus dem Spiel genommen das hab ich bei keinem Trainer noch gesehen Respekt nuri,NEGATIVE
DE_0220,DE,vfb,Deniz Undav,Undav gefühlt die ganze Halbzeit am pennen😅,Undav gefühlt die ganze Halbzeit am pennen😅,NEGATIVE
DE_0221,DE,fcbayern,Dayot Upamecano,Better Than Upamecano Any day twice in Sunday,Better Than Upamecano Any day twice in Sunday,NEGATIVE
DE_0222,DE,vfb,Jeff Chabot,Hört auf über den Schiedsrichter zu jammern! Bei dieser chaotischen Innenverteidigung kannst nichts anderes erwarten!! Chabot ist nicht umsonst mit Köln abgestiegen. Nichts desto trotz! Mund abwischen und weitermachen. Forza VfB,Hört auf über den Schiedsrichter zu jammern! Bei dieser chaotischen Innenverteidigung kannst nichts anderes erwarten!! Chabot ist nicht umsonst mit Köln abgestiegen. Nichts desto trotz! Mund abwischen und weitermachen. Forza VfB,NEGATIVE
DE_0223,DE,vfb,Alexander Nübel,Nübel Trauerspiel,Nübel Trauerspiel,NEGATIVE
DE_0224,DE,vfb,Angelo Stiller,"Schlechtes Spiel ! Kein Spiel, keine Räume und Kopf ist schon im Urlaub bei denen. @angelo.stiller war heute tot. @e.demirovic29 ist der beste.","Schlechtes Spiel ! Kein Spiel, keine Räume und Kopf ist schon im Urlaub bei denen. @angelo.stiller war heute tot. @e.demirovic29 ist der beste.",NEGATIVE
DE_0225,DE,bvb,Nico Schlotterbeck,Schlotterbeck kann draußen bleiben nächstes spiel,Schlotterbeck kann draußen bleiben nächstes spiel,NEGATIVE
DE_0226,DE,vfb,Enzo Millot,Undav Katastrophe muss den Ball auf Millot oder Jamie spielen dann Laufen beide alleine auf das FREIBURGER Tor zu. Und ist mir zu schläfrig. Millot bemüht…Krätzig und Stenzel raus.,Undav Katastrophe muss den Ball auf Millot oder Jamie spielen dann Laufen beide alleine auf das FREIBURGER Tor zu. Und ist mir zu schläfrig. Millot bemüht…Krätzig und Stenzel raus.,NEGATIVE
DE_0227,DE,bvb,Julian Brandt,"Auftritt ist bodenlose Frechheit, Nmecha und Brandt spielen unterirdisch, Sabitzer hat im Team aktuell nichts verloren, Startelf von Sahin völlig unverständlich. In der Führungsetage ist mit Ricken, Kehl und Sahin und früher Tersic viel zu viel Stallgeruch, mit zuwenig Qualität","Auftritt ist bodenlose Frechheit, Nmecha und Brandt spielen unterirdisch, Sabitzer hat im Team aktuell nichts verloren, Startelf von Sahin völlig unverständlich. In der Führungsetage ist mit Ricken, Kehl und Sahin und früher Tersic viel zu viel Stallgeruch, mit zuwenig Qualität",NEGATIVE
DE_0228,DE,vfb,Jamie Leweling,"Warum nicht Silas,Leweling war auch total Ausfall","Warum nicht Silas,Leweling war auch total Ausfall",NEGATIVE
DE_0229,DE,vfb,Pascal Stenzel,Lernresistent TUT DOCH STENZEL GEGEN VAGNOMAN RAUS WAS IST SO SCHWER DARAN?,Lernresistent TUT DOCH STENZEL GEGEN VAGNOMAN RAUS WAS IST SO SCHWER DARAN?,NEGATIVE
DE_0230,DE,bvb,Emre Can,"Couto und Baier krasse Fehltransfers.  Bensebaini ist jetzt sogar noch schlecht als vorher.Emre Can ist immer noch der schlechteste 6er der Liga.Kobels Zeitspiel da hinten regt mich am alllller meisten auf. 0,0 Sicherheit. Es wird Zeit für 5-6 neue Spieler.","Couto und Baier krasse Fehltransfers.  Bensebaini ist jetzt sogar noch schlecht als vorher.Emre Can ist immer noch der schlechteste 6er der Liga.Kobels Zeitspiel da hinten regt mich am alllller meisten auf. 0,0 Sicherheit. Es wird Zeit für 5-6 neue Spieler.",NEGATIVE
DE_0231,DE,vfb,Ermedin Demirovic,Demirovic könnt ihr gleich wieder verkaufen,Demirovic könnt ihr gleich wieder verkaufen,NEGATIVE
DE_0232,DE,fcbayern,Min-Jae Kim,Might be better for the defence if he plays instead of kim,Might be better for the defence if he plays instead of kim,NEGATIVE
DE_0233,DE,bvb,Maximilian Beier,beier unglaublich schlecht wow,beier unglaublich schlecht wow,NEGATIVE
