club,player,comment,post,caption,sentiment_score,sentiment,explanation,translation
cfc,Cole Palmer,Even as a United fan can’t imagine Oshimen in Chelsea front omoh.. omoh Chelsea will just keep banting United every weekend cause why not Palmer respect button. And I know maybe not today maybe not tomorrow but something sure is that someday you will come back to United where you belong,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-0.5,NEGATIVE,"The comment expresses a preference for another player (Oshimen) over Cole Palmer, suggesting that Chelsea will excel without acknowledging Palmer's contributions. The phrase 'someday you will come back to United where you belong' indicates a belief that Palmer is not where he truly should be, implying a negative sentiment towards him. The overall tone of the comment suggests rivalry and dismissal of Palmer. ","Even as a United fan I can't imagine Oshimen in Chelsea's front line.. Chelsea will just keep bantering United every weekend because why not Palmer respects the game. And I know maybe not today, maybe not tomorrow, but one thing is sure: someday you will come back to United where you belong."
cfc,Cole Palmer,Cold Palmer is making football to look easier 🙌,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses admiration for Cole Palmer's abilities in football, suggesting he is excelling and making the game seem easy. The use of the emoji 🙌 reinforces this positive sentiment.",Cold Palmer is making football look easier.
cfc,Cole Palmer,Cole palmer is like MVP Russell westbrook - love him though,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses affection for Cole Palmer, comparing him positively to an MVP player, Russell Westbrook. The phrase 'love him though' indicates strong positive sentiment towards Palmer.",Cole Palmer is like MVP Russell Westbrook - I love him though.
cfc,Cole Palmer,never compare palmer with these child hood other player like xana and foden  palmer is top of the topest now,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses a clear positive sentiment towards Cole Palmer, stating he is superior to both 'childhood' players mentioned, which indicates strong support for Palmer. The phrase 'top of the topest' reinforces this positive view.","never compare Palmer with these childhood players like Xana and Foden, Palmer is the best of the best now."
cfc,Cole Palmer,Boy Genius! 🧊Cole Palmer.,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,The comment 'Boy Genius!' followed by the player's name clearly expresses admiration and positive sentiment towards Cole Palmer. The use of an ice emoji could suggest coolness or skill as a player.,Boy Genius! 🧊Cole Palmer.
cfc,Cole Palmer,Mehn Palmer is just having fun,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses a positive sentiment towards Cole Palmer by stating that he is having fun, which suggests enjoyment and positivity associated with his actions. There are no negative words or phrases present in the comment.","Man, Palmer is just having fun."
cfc,Cole Palmer,Jesus!!! This guy call @colepalmer10 🔥🔥🔥💙💙💙💙,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses excitement and admiration for Cole Palmer, as indicated by the use of fire emojis (🔥) which typically signify something impressive or good, and the blue heart emojis (💙) which often symbolize love or support for a player.",Jesus!!! This guy calls @colepalmer10 fire! 💙💙💙💙
cfc,Cole Palmer,Jackson couldn’t make a proper finish to award Palmer that beautiful assist from his beautiful master class pass 👏,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment discusses a missed opportunity from another player (Jackson) to finish a play initiated by Cole Palmer, but does not display clear positive or negative sentiment towards Palmer himself. The phrase 'beautiful assist' suggests appreciation but is more about the overall play rather than directly praising Palmer.",Jackson couldn’t make a proper finish to award Palmer that beautiful assist from his beautiful master class pass 👏
cfc,Cole Palmer,Jackson is trying to make sure Palmer doesn't have more assists than him 😂,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,The comment does not express strong feelings either positively or negatively towards Cole Palmer. It is more of an observation about another player's behavior in relation to him. The use of a laughing emoji suggests lightheartedness.,Jackson is trying to make sure Palmer doesn't have more assists than him 😂
cfc,Cole Palmer,Jackson wasted it that's why we didn't notice the effort from Palmer 😢😢,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-0.5,NEGATIVE,"The comment implies that Cole Palmer's efforts were overshadowed by Jackson's mistakes, suggesting a lack of recognition for Palmer's contributions. The use of the sad emojis further emphasizes disappointment.","Jackson wasted it, that's why we didn't notice the effort from Palmer 😢😢"
cfc,Cole Palmer,"You can't fault NJ for missing missing that.  Ball rolling was behind him and he had to stabilize himself before taking a shot.  Better alternative he would have taken was either to raise the shot so that the defender won't have the ability to stop it or do a cutback before taking a powerful shot but alot goes in the mind within that short frame of time.  Good defending from opposition.  Palmer's pass, that's on another level, he just made it look so easy",https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment praises Cole Palmer's pass and describes it as being on another level along with acknowledging his skill, which indicates a strong positive sentiment towards him. The focus on his quality and the effectiveness of his play contributes to the positive rating.","You can't fault NJ for missing that. The ball rolling was behind him and he had to stabilize himself before taking a shot. A better alternative he would have taken was either to raise the shot so that the defender wouldn't have the ability to stop it or do a cutback before taking a powerful shot, but a lot goes in the mind within that short frame of time. Good defending from the opposition. Palmer's pass, that's on another level, he just made it look so easy."
cfc,Cole Palmer,Palmer is a Blessing after Hazard😍😍,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses a positive sentiment towards Cole Palmer, indicating that he is valued highly, especially in comparison to Hazard. The use of the word 'Blessing' and heart emojis reinforces this positive sentiment.",Palmer is a Blessing after Hazard😍😍
cfc,Cole Palmer,People love bashing Nico!!! 😢 The only reason Palmer played that pass is because his striker is that intelligent off the ball and that 1st touch to control the ball was great,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.5,POSITIVE,"The comment highlights a positive aspect of Cole Palmer's performance related to his intelligent striker, showing admiration for his play and acknowledging his skills.",People love criticizing Nico!!! 😢 The only reason Palmer played that pass is because his striker is that intelligent off the ball and that first touch to control the ball was great.
cfc,Cole Palmer,Palmer on fire 🔥🔥,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses strong enthusiasm for Cole Palmer, indicated by the phrase 'on fire' and the fire emojis, which suggest high praise and excitement about his performance.",Palmer is performing exceptionally well.
cfc,Cole Palmer,palmer is world class. far away from every chelsea player,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment praises Cole Palmer, labeling him as 'world class' which indicates a strong positive sentiment towards him. The phrase 'far away from every Chelsea player' suggests a comparison that enhances Palmer's status, implying he stands out significantly compared to his teammates, further indicating admiration for his abilities.",Palmer is world class. Far away from every Chelsea player.
cfc,Cole Palmer,"In my opinion , Palmer is among the three best players in the world now",https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses a highly positive sentiment towards Cole Palmer, stating that he is considered one of the best players in the world. The phrase 'among the three best players in the world now' indicates strong admiration and respect for his skills.","In my opinion, Palmer is among the three best players in the world now."
cfc,Cole Palmer,Ila PALMER ☄️🏌️,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment seems to play on the name 'Palmer' with the use of 'Ila PALMER,' but it does not provide any clear positive or negative sentiment towards Cole Palmer himself. The emojis do not convey sentiment towards the player directly and might refer to something else entirely, making the overall sentiment neutral.",Ila PALMER ☄️🏌️
cfc,Cole Palmer,It’s not about Jackson it’s about how good Palmer is.,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.5,POSITIVE,The comment suggests that Palmer is highly regarded and implies that his performance is being recognized positively in comparison to Jackson. The phrase 'how good Palmer is' indicates a positive view of Cole Palmer.,"It’s not about Jackson, it’s about how good Palmer is."
cfc,Cole Palmer,"This is an unbelievable pass by Palmer, so effortless, ridiculously good, freedom at its peack",https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses admiration for a pass made by Cole Palmer, highlighting it as 'unbelievable' and 'ridiculously good,' which indicates strong positive sentiment.","This is an unbelievable pass by Palmer, so effortless, ridiculously good, freedom at its peak."
cfc,Cole Palmer,Palmer FC,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment 'Palmer FC' does not convey any positive or negative sentiment towards Cole Palmer. It simply references his name in a playful or associative manner, suggesting a fan group or identity but not expressing a clear opinion about his performance or character.",Palmer FC
cfc,Cole Palmer,Palmer >> Messi,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses a strong positive sentiment towards Cole Palmer by comparing him favorably to Messi, implying that Palmer is better. The use of '>>' suggests a clear preference. This indicates admiration for Palmer's abilities.",Palmer is better than Messi.
cfc,Cole Palmer,Dulu kita membuang KDB sekarang dia yang membuang cold palmer🔥,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-1.0,NEGATIVE,"The comment suggests a sense of regret or disappointment about Cole Palmer, referring to a past situation with KDB (Kevin De Bruyne) and implying that now KDB is discarding or not valuing Palmer. The use of 'membuang' (discarding) indicates a negative sentiment towards Palmer's current status or performance.","Once we discarded KDB, now he is the one discarding cold Palmer."
cfc,Cole Palmer,Cold palmer innit button,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment uses a play on words with the name 'Cole Palmer', changing it to 'Cold palmer', but does not convey a clear positive or negative sentiment towards the player. It seems to be a lighthearted remark without any criticism or praise.","Cold Palmer, isn't it, buddy?"
cfc,Cole Palmer,Nothing beats palmers super kick !,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses a favorable sentiment towards Cole Palmer's skill, specifically mentioning his 'super kick,' which indicates admiration and positivity.",Nothing beats Palmer's super kick!
cfc,Cole Palmer,Thats our gold palmer🔥🔥,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,The comment expresses enthusiasm and affection for Cole Palmer by using a term of endearment ('gold') and includes positive emojis (fire) which indicate admiration.,That's our gold Palmer.
cfc,Cole Palmer,am jealous of this Palmer,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-0.5,NEGATIVE,"The use of 'jealous' implies a negative sentiment, suggesting dissatisfaction or a feeling of envy towards Cole Palmer. Although it does not directly attack him, the sentiment is not favorable.",I am jealous of this Palmer.
cfc,Cole Palmer,That’s why he’s called Cole Palmer innit?,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment does not express a clear positive or negative sentiment towards Cole Palmer; it simply states a fact about his name, without any evaluative language. Thus, it is neutral.","That's why he's called Cole Palmer, isn't it?"
cfc,Cole Palmer,I think Palmer literally borrowed Messi leg from birth cus he makes all those shots and passes easy like the goat 🐐Next big player right there 🥶,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses admiration for Cole Palmer, comparing his skills to that of Lionel Messi and stating he is the next big player. The use of emojis adds to the enthusiasm of the sentiment.",I think Palmer literally borrowed Messi's leg from birth because he makes all those shots and passes easy like the goat. Next big player right there.
cfc,Cole Palmer,It looks like Jackson assists Palmer more because Palmer is more clinical than him. I’m sure if Palmer was the one who passed to him against West Ham and most of the assists he gave to Palmer won’t score them.,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.5,POSITIVE,"The comment indicates that Palmer is viewed as a more clinical player compared to Jackson, which reflects positively on Palmer's abilities. The comparison suggests admiration for Palmer's scoring capability.",It looks like Jackson assists Palmer more because Palmer is more clinical than him. I’m sure if Palmer was the one who passed to him against West Ham and most of the assists he gave to Palmer won’t score them.
cfc,Cole Palmer,Cole Palmer ❌ Lionel Palmer ✅,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-1.0,NEGATIVE,"The comment contrasts Cole Palmer with another individual ('Lionel Palmer'), indicating dissatisfaction or disapproval of Cole Palmer by marking him with a cross (❌). This suggests a negative sentiment towards Cole Palmer.",Cole Palmer ❌ Lionel Palmer ✅
cfc,Cole Palmer,Palmer 🔥,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The use of the fire emoji (🔥) indicates strong positive feelings towards Cole Palmer, suggesting that the commenter views him in a highly favorable light.",Palmer 🔥
cfc,Cole Palmer,The best individual performance in 2024 goes to Palmer,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses high praise for Cole Palmer, highlighting him as the best individual performer, which indicates a very positive sentiment towards him.",The best individual performance in 2024 goes to Palmer.
cfc,Cole Palmer,Football made easy 😂😂😂 palmer,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.5,POSITIVE,"The comment contains a lighthearted and positive tone indicating admiration for Cole Palmer's skills, as implied by 'Football made easy.' The laughing emojis suggest a sense of enjoyment and appreciation, which contributes to a positive sentiment towards the player.",Football made easy 😂😂😂 Palmer
cfc,Cole Palmer,simplesmente cold palmer 🥶🥶,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-1.0,NEGATIVE,"The phrase 'simplesmente cold' suggests that the commenter views Cole Palmer as unremarkable or lacking in ability, reinforced by the cold emojis which imply negativity. 'Cold' can indicate someone being dull or inactive in a sporting context.",just simply cold Palmer 🥶🥶
cfc,Cole Palmer,Palmer  choose messi over penaldo n play elite football. While  jackson chooses penaldo n miss like his idolo 🤣🤣🤣,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.5,POSITIVE,"The comment supports Cole Palmer by stating he chooses Messi over Ronaldo, which implies a preference for skillful or elite football. The humor in the comment also suggests a positive tone towards Palmer's choice. The use of 'elite football' contributes to a positive sentiment towards him.","Palmer chooses Messi over Ronaldo and plays elite football. Meanwhile, Jackson chooses Ronaldo and misses like his idol. 🤣🤣🤣"
cfc,Cole Palmer,I don’t care what anyone says but Palmer is the best player on the planet,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses a strong positive sentiment towards Cole Palmer, stating that he is the best player on the planet, which clearly indicates admiration and support for him.",I don’t care what anyone says but Palmer is the best player on the planet.
cfc,Cole Palmer,Cold messi or Lionel palmer 😍,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment includes a playful comparison that implies a positive sentiment towards Cole Palmer by associating him with Lionel Messi, a player often regarded as one of the best in the world. The use of the heart-eyes emoji (😍) further emphasizes admiration.",Cold Messi or Lionel Palmer 😍
cfc,Cole Palmer,Cole Palmer knew his self-worth from a young age. 🔥🔥🔥,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment reflects a positive sentiment towards Cole Palmer, highlighting his self-worth and implying admiration and respect. The use of fire emojis reinforces this positive sentiment.",Cole Palmer knew his self-worth from a young age.
cfc,Cole Palmer,Omg palmer am cold 🥶,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment includes a playful expression with a cold emoji, which does not convey a clear positive or negative sentiment towards Cole Palmer. It's a casual remark that references how cold the speaker feels rather than a direct comment about the player.","Omg Palmer, I'm cold 🥶"
cfc,Cole Palmer,Jackson should have scored this. It would have been the assist of the season no doubt. The way he play the ball to beat the entire Brighton defense is class from Cold 🥶 Palmer,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment praises Cole Palmer's assist, implying that his skill contributed to a missed goal opportunity, indicating a positive sentiment towards him. The phrase 'class from Cold Palmer' suggests admiration for his play.",Jackson should have scored this. It would have been the assist of the season no doubt. The way he played the ball to beat the entire Brighton defense is class from Cold Palmer.
cfc,Cole Palmer,Cristiano palmer 🥶 🧊 😂,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment references Cole Palmer by humorously using the name 'Cristiano' alongside emojis that suggest a chill or cool demeanor. However, it does not express a clear positive or negative sentiment towards him, making it neutral.",Cristiano Palmer 🥶 🧊 😂
cfc,Cole Palmer,Its Palmer or Messi?😂,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment presents a humorous comparison between Cole Palmer and Lionel Messi, without expressing a definitive positive or negative sentiment towards Palmer. The use of the laughing emoji suggests that the comparison is in jest, making it neutral.",It's Palmer or Messi? 😂
cfc,Cole Palmer,"Casually passing a ball from 200yards out 🤣😂😂 and it is a well tailored pass... if only Jackson had scored that goal, it would have been a beautiful goal but an even more beautiful assist!We are so blessed to have all these players  but we are most blessed to have Palmer 💎💙💙🤣",https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses admiration for Cole Palmer's ability to make a skillful pass and praises his contribution to the team, indicating a very positive sentiment towards the player. The emojis also enhance this positivity.","Casually passing a ball from 200 yards out 🤣😂😂 and it is a well tailored pass... if only Jackson had scored that goal, it would have been a beautiful goal but an even more beautiful assist! We are so blessed to have all these players but we are most blessed to have Palmer 💎💙💙🤣"
cfc,Cole Palmer,Cesc Fabregas Palmer 😍❤️🔥,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses admiration for Cole Palmer, indicated by the use of love and fire emojis, which convey strong positive feelings. The mention of Cesc Fabregas, while unrelated, does not detract from the positivity towards Palmer.",Cesc Fabregas Palmer 😍❤️🔥
cfc,Cole Palmer,Eden palmer ??,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment appears to mistakenly refer to Cole Palmer as Eden Palmer, suggesting some confusion or a typo rather than explicitly expressing a sentiment towards Cole Palmer.",Eden Palmer ??
cfc,Cole Palmer,Palmer is exceptional too good a player.. He needs to be protected,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment praises Cole Palmer by referring to him as 'exceptional' and 'too good a player', which indicates a strong positive sentiment towards him. The mention of needing to be 'protected' also shows concern for his well-being, further implying admiration.","Palmer is exceptional, too good a player.. He needs to be protected."
cfc,Cole Palmer,CR7 Palmer 🔥🔥👏,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment positively refers to Cole Palmer by comparing him to CR7 (Cristiano Ronaldo), which is a compliment suggesting that Palmer has similar qualities or potential. The use of fire emojis (🔥) and clapping emojis (👏) further emphasizes enthusiasm and praise towards him.",CR7 Palmer 🔥🔥👏
cfc,Cole Palmer,Palmer making football look like tennis 🎾,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.5,POSITIVE,"The comment uses a playful analogy to suggest that Cole Palmer is performing exceptionally well, comparing his skill level in football to that of a tennis player. The use of the tennis emoji adds a light-hearted and positive tone to the comment.",Palmer making football look like tennis
cfc,Cole Palmer,Cole Palmer ❌ Too easy ✅,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-0.5,NEGATIVE,"The comment includes a negative emoji (❌) directed at Cole Palmer, suggesting disapproval or criticism, although 'Too easy' could imply that he's performing effortlessly or not being challenged, which might not be entirely bad but edges towards a negative sentiment. Overall, the negative emoji has a stronger impact here.",Cole Palmer ❌ Too easy ✅
cfc,Cole Palmer,"This post is not about Palmer, admin want to cook Jackson 😂😂",https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,The comment does not express any positive or negative sentiment towards Cole Palmer; it simply states that the post is not about him and instead focuses on another player (Jackson). The use of emojis does not affect the sentiment towards Palmer.,"This post is not about Palmer, the admin wants to cook Jackson 😂😂"
cfc,Cole Palmer,#10givetopalmer,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment '#10givetopalmer' expresses support for Cole Palmer, suggesting that he should be given the number 10 jersey, which is typically associated with talented and influential players. This implies a positive sentiment towards him.",#10giveittoPalmer
cfc,Cole Palmer,🔥🔥🔥🔥🙌 @colepalmer10,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses strong enthusiasm and positivity towards Cole Palmer, indicated by the use of fire emojis and the celebratory hands emoji. The direct mention of his handle (@colepalmer10) reinforces that the comment is about him.",🔥🔥🔥🔥🙌 @colepalmer10
cfc,Cole Palmer,Jackson was just unlucky as far as I’m concerned he hit the ball in a way he supposed to he was just unlucky the defender was coming right after the goalkeeper… well played Palmer,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment praises Cole Palmer directly by saying 'well played Palmer', indicating a positive sentiment towards him. The reference to Jackson being unlucky does not negatively impact Palmer's sentiment.",Jackson was just unlucky as far as I'm concerned he hit the ball in a way he supposed to he was just unlucky the defender was coming right after the goalkeeper… well played Palmer.
cfc,Cole Palmer,Cole palmer❌cold palmer✅,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-1.0,NEGATIVE,"The use of the '❌' (cross mark) before 'cold palmer' suggests disapproval or rejection of Cole Palmer, while the '✅' (check mark) indicates approval of the term 'cold palmer', implying a negative sentiment towards Cole Palmer himself. This comment playfully negates his identity and implies he lacks warmth or passion.",Cole palmer❌cold palmer✅
cfc,Cole Palmer,Palmer young goat after christiano,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment praises Cole Palmer by referring to him as 'young goat' which implies that he is among the greatest of all time, particularly after Cristiano Ronaldo. This indicates a positive sentiment towards Cole Palmer.",Palmer is a young greatest of all time after Cristiano.
cfc,Cole Palmer,Jackson owes Palmer an apology 😢,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-1.0,NEGATIVE,"The comment indicates that another player (Jackson) has wronged Cole Palmer, suggesting that Palmer is in a negative situation. The use of the sad emoji 😢 reinforces the sentiment of disappointment or sadness regarding Palmer's experience.",Jackson owes Palmer an apology.
cfc,Cole Palmer,Jackson taking 3 business days to shoot 🤦‍♂️.. blud is really damming Palmers stats,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-1.0,NEGATIVE,"The comment indicates frustration with Jackson's performance, implying that it negatively affects Cole Palmer's statistics. The use of 'damming' suggests a critical view towards the impact on Palmer, making it a negative sentiment towards him as well.",Jackson is taking 3 business days to shoot 🤦‍♂️.. dude is really damaging Palmer's stats.
cfc,Cole Palmer,Cole Palmer innit,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,The comment simply states the player's name without any additional context or sentiment expressed towards Cole Palmer. It neither praises nor criticizes him.,"Cole Palmer, right?"
cfc,Cole Palmer,And man like @firahs93 said Bruno Fernandes is better than 🥶 Palmer 😂,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-1.0,NEGATIVE,"The comment makes a comparison between Cole Palmer and Bruno Fernandes, with the implication that Fernandes is better, which is a negative sentiment towards Palmer. The use of a laughing emoji also suggests mockery or dismissal of Palmer's abilities.",And man like @firahs93 said Bruno Fernandes is better than 🥶 Palmer 😂
cfc,Cole Palmer,Cold 🥶 Palmer 🥶,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-1.0,NEGATIVE,"The comment refers to Cole Palmer with the term 'Cold,' which suggests a lack of warmth or excitement towards him. The use of the cold emoji further emphasizes negativity. Overall, the comment implies a critical or dismissive attitude towards Palmer.",Cold Palmer
cfc,Cole Palmer,With Cole Palmer all things are possible @colepalmer10,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses a very positive sentiment towards Cole Palmer, suggesting optimism and support. The phrase 'all things are possible' indicates a high level of confidence in his abilities.",With Cole Palmer all things are possible @colepalmer10
cfc,Cole Palmer,Palmer got that messi autism and it smh works🥶🥶🥶,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.5,POSITIVE,"The comment uses humor to compare Palmer to Messi, suggesting that Palmer has exceptional skills similar to Messi, even though it is phrased in a light-hearted manner. The emojis indicate a degree of excitement or admiration. The phrase 'it smh works' implies that whatever Palmer is doing is effective, adding to the positive sentiment towards him.",Palmer has that Messi-like exceptional talent and it definitely works.
cfc,Cole Palmer,Jackson just denied Palmer the best assist of the season the way Peter denied Jesus 😮,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-0.5,NEGATIVE,"The comment compares Jackson's denial of an assist to a biblical event, suggesting a sense of disappointment or frustration regarding Palmer not getting credit for a great play. This indirectly casts a negative light on Palmer as it highlights his missed opportunity.",Jackson just denied Palmer the best assist of the season the way Peter denied Jesus 😮
cfc,Cole Palmer,The chemistry between Nico and Cole is insane 🔥For those who is criticising Nico they should notice that palmer wont be that free without him,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment praises the chemistry between Cole Palmer and another player, suggesting that Palmer benefits from this partnership. The use of 'insane' and the flame emoji conveys enthusiasm and positive sentiment. The comment highlights Palmer's role and acknowledges his contributions.","The chemistry between Nico and Cole is insane 🔥For those who are criticising Nico, they should notice that Palmer won't be that free without him."
cfc,Cole Palmer,Umpan yang brilian dari @colepalmer10 🔥🙌,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,The comment praises Cole Palmer by describing his pass as 'brilliant'. The use of the fire and raising hands emojis also indicates excitement and approval.,Brilliant pass from @colepalmer10 🔥🙌
cfc,Cole Palmer,Palmer need a good striker fr 💙🥶,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-1.0,NEGATIVE,"The comment suggests that Cole Palmer needs assistance from a good striker, implying that he is not performing well on his own. The use of the '🥶' emoji may indicate a sense of disappointment or concern about his current situation.",Palmer needs a good striker for (his performance)
cfc,Cole Palmer,Palmer is the next big thing. Ballon d’ or here we come 🔥,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses excitement and optimism about Cole Palmer's potential, indicating a very positive sentiment. The phrase 'next big thing' and the reference to the Ballon d'Or highlight a strong belief in his talent. The fire emoji also conveys enthusiasm.",Palmer is the next big thing. Ballon d’or here we come.
cfc,Cole Palmer,And he missed. Such a magnificent touch from palmer and jackson being jackson,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.5,POSITIVE,"The comment acknowledges the skill ('magnificent touch') of Cole Palmer, which reflects a positive sentiment towards him despite mentioning a missed opportunity. The phrase 'jackson being jackson' does not detract from Palmer’s sentiment but is more a commentary on another player.",And he missed. Such a magnificent touch from Palmer and Jackson being Jackson.
cfc,Cole Palmer,Cold palmer or lionel palmer??,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment plays with the player's name, using a pun ('Cold palmer') which does not express a strong opinion either positively or negatively. It raises a question and does not show clear sentiment towards Cole Palmer. The reference to 'lionel palmer' also does not provide a clear sentiment on the player, thus remaining neutral.",Cold palmer or lionel palmer??
cfc,Cole Palmer,Palmer Stallion 💙🐐,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment contains a term of endearment and admiration ('Stallion') along with heart and goat emojis, which convey a positive sentiment towards Cole Palmer.",Palmer Stallion 💙🐐
cfc,Cole Palmer,Cole palmer fans🔥🔥🙌,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment clearly expresses a positive sentiment towards Cole Palmer by referring to him as 'Cole palmer fans' with the use of enthusiastic emojis (fire and clapping), indicating support and admiration.",Cole Palmer fans 🔥🔥🙌
cfc,Cole Palmer,That boy Palmer 👏,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses a positive sentiment towards Cole Palmer by using the phrase 'That boy Palmer,' which can indicate approval or admiration. The clapping emoji also suggests appreciation and applause for his performance or abilities.",That boy Palmer 👏
cfc,Cole Palmer,Palmer 😍🥶,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment uses a love emoji (😍), indicating strong positive feelings towards Cole Palmer. The cold face emoji (🥶) could imply being impressed or stunned by his abilities. Overall, the sentiment towards the player is very positive.",Palmer 😍🥶
cfc,Cole Palmer,MOTM for sure and palmer POTM,https://www.instagram.com/p/DAi1gklsyZS/,September: P5 W4 D1 ✊,1.0,POSITIVE,"The comment expresses a strong positive sentiment towards Cole Palmer, referring to him as 'MOTM' (Man of the Match) and indicating he is the 'POTM' (Player of the Month). Both phrases indicate high praise for his performance.",MOTM for sure and Palmer POTM
