club,player,comment,post,caption,sentiment_score,sentiment,explanation
arsenal,Bukayo Saka,Saka is so genuine,https://www.instagram.com/reel/DAmbwEbP7bh/,und,1.0,POSITIVE,"The comment expresses admiration for Saka by describing him as 'genuine,' which conveys a positive sentiment towards him."
arsenal,Bukayo Saka,Dat smile from Saka😄,https://www.instagram.com/reel/DAmbwEbP7bh/,und,1.0,POSITIVE,"The comment expresses a positive sentiment towards Bukayo Saka by highlighting his smile with a smiling emoji, indicating admiration and appreciation."
arsenal,Bukayo Saka,King Saka❤️⚽️🔝!,https://www.instagram.com/p/DAmHl_zOuQZ/,Making our mark in the Champions League ✨,1.0,POSITIVE,"The comment refers to Bukayo Saka in a very positive light by calling him 'King Saka' and using heart and soccer emojis, indicating admiration and affection towards the player."
arsenal,Bukayo Saka,Saka ❤️🔥😍,https://www.instagram.com/p/DAl0NJyu8b4/,"Ready to make waves abroad 🌊Shop our new European training range, as worn by the players, on Arsenal Direct & at Official Arsenal Stores 🛍️",1.0,POSITIVE,"The comment expresses strong affection for Bukayo Saka through the use of heart and fire emojis, indicating a positive sentiment towards the player."
arsenal,Bukayo Saka,"They stole this goal from Trossard, cos that ball would enter the net 💯. They further took the assist from Bukayo Saka.",https://www.instagram.com/reel/DAjIUeboz-j/,Persistence is key 🔑 📺 Enjoy the best touchline reactions from Saturday afternoon with Bench Cam on Arsenal.com and our official app.,-1.0,NEGATIVE,"The comment implies that Bukayo Saka's involvement in the goal was unfair or undeserved, indicating a negative sentiment towards him. The phrase 'They further took the assist from Bukayo Saka' suggests displeasure regarding his credit for the assist."
arsenal,Bukayo Saka,Electric ⚡️. At some point Saka was like: “let him cook” 🔥,https://www.instagram.com/reel/DAiwYNooSJT/,Instant Influence 🔛📺 Ethan Nwaneri v Leicester City,1.0,POSITIVE,"The comment expresses a positive sentiment towards Bukayo Saka, highlighting his electric performance and using enthusiastic emojis to convey excitement."
arsenal,Bukayo Saka,Saka Goal🔥🔥🔥🔥,https://www.instagram.com/p/DAgSR61tL-w/,Sensational Saka 🤩A deserved August Player of the Month award for our Bukayo ❤️,1.0,POSITIVE,"The comment expresses excitement and appreciation for Bukayo Saka's goal, indicated by the use of multiple fire emojis, suggesting a very positive sentiment towards the player."
arsenal,Bukayo Saka,Let me be clear. There is no such thing as too much praise for Saka. No such thing. He is Arsenal.,https://www.instagram.com/p/DAgSR61tL-w/,Sensational Saka 🤩A deserved August Player of the Month award for our Bukayo ❤️,1.0,POSITIVE,"The comment expresses strong admiration for Bukayo Saka, stating that he deserves all the praise and emphasizing his importance to Arsenal. The phrase 'He is Arsenal' highlights a deep respect and positive sentiment towards Saka."
arsenal,Bukayo Saka,Saka so brilliant,https://www.instagram.com/reel/DAfsvLVuEXn/,und,1.0,POSITIVE,"The comment refers directly to Bukayo Saka and describes him as 'brilliant', indicating a strong positive sentiment towards the player."
arsenal,Bukayo Saka,Saka,https://www.instagram.com/reel/DAfsvLVuEXn/,und,0.0,NEUTRAL,The comment consists solely of the player's name without any additional context or sentiment. It does not provide any positive or negative feelings towards Bukayo Saka.
arsenal,Bukayo Saka,Saka incredible pass 😮😮,https://www.instagram.com/reel/DAfsvLVuEXn/,und,1.0,POSITIVE,"The comment refers directly to Bukayo Saka and praises him for an incredible pass, which conveys a positive sentiment towards the player. The emojis used express surprise and admiration, further indicating positivity."
arsenal,Bukayo Saka,Saka needs odegaard to perform well,https://www.instagram.com/p/DAeAHaHuTP8/,Gabriel Martinelli 🔥,0.0,NEUTRAL,The comment indicates that Bukayo Saka may rely on another player (Odegaard) for his performance. It does not express a positive or negative sentiment towards Saka himself.
arsenal,Bukayo Saka,Saka is by far the best player in the world. Saying anything else just means you dont watch the game or Arsenal❤️,https://www.instagram.com/p/DAbMW8eImrd/,Focused on the Foxes ⚡️,1.0,POSITIVE,"The comment clearly expresses a strong positive sentiment towards Bukayo Saka, stating he is the best player in the world. The mention of 'best player in the world' and the assertion that dissenting opinions indicate a lack of knowledge about the game further reinforces this positive sentiment. The heart emoji also contributes to the positive tone."
arsenal,Bukayo Saka,🔥🔥 saka sterling,https://www.instagram.com/reel/DAazDNwIY8C/,First start. First goal. ✨📺 Watch Raheem Sterling’s Carabao Cup performance up close with In Focus on Arsenal.com and our official app.,0.5,POSITIVE,"The use of fire emojis (🔥🔥) implies excitement or admiration, and mentioning 'saka' alongside 'sterling' suggests a positive comparison or pairing of the two players, indicating a favorable sentiment towards Bukayo Saka."
arsenal,Bukayo Saka,Sterling should start ahead of Saka or Mertinelli. He is very sharp and hungry,https://www.instagram.com/reel/DAYp3tXIOtj/,🎶 Kai Havertz scored again 🎶,-1.0,NEGATIVE,"The comment suggests that Sterling should start ahead of Saka, implying a lack of confidence in Saka's current form and skills. The comparison made here positions Saka unfavorably against Sterling."
arsenal,Bukayo Saka,Saka am so in love with u well-done starboi🔥😍🙌,https://www.instagram.com/reel/DAYhhWpIxcK/,Off the mark 🎯,1.0,POSITIVE,"The comment expresses affection and admiration for Bukayo Saka, using terms like 'in love', 'well-done', and 'starboi', along with positive emojis that enhance the sentiment."
arsenal,Bukayo Saka,Saka 🥹❤️,https://www.instagram.com/reel/DAWyqJBNFlW/,und,1.0,POSITIVE,"The comment uses the player's name and includes heart and emotional emojis, indicating a strong positive sentiment towards Bukayo Saka."
arsenal,Bukayo Saka,Such a good teammate as well. What can’t Saka do? Love this guy man ⭐️,https://www.instagram.com/reel/DAWyqJBNFlW/,und,1.0,POSITIVE,"The comment expresses admiration for Bukayo Saka, highlighting his qualities as a good teammate and posing a rhetorical question that implies he can do anything. The phrase 'Love this guy' and the star emoji further emphasize the positive sentiment."
arsenal,Bukayo Saka,Star Boy SAKA🔥🔥,https://www.instagram.com/reel/DAVtRnCte6n/,Putting in the work.Click the link in our Stories to go Inside Training as the squad prepare for Bolton 🎥📍 Sobha Realty Training Centre,1.0,POSITIVE,"The comment refers directly to Bukayo Saka as 'Star Boy SAKA', which is a positive nickname, indicating admiration and support. The use of fire emojis (🔥🔥) further emphasizes enthusiasm and a positive sentiment towards the player."
arsenal,Bukayo Saka,saka,https://www.instagram.com/p/DATlOUet_AY/,"Check out some of our best Carabao Cup strikes 🎯Which one’s your favourite, Gooners? 🤔",0.0,NEUTRAL,"The comment consists solely of the player's name 'saka', which does not convey any sentiment or opinion towards Bukayo Saka."
arsenal,Bukayo Saka,bro got that stiff saka run,https://www.instagram.com/reel/DATSnastxPY/,und,-0.5,NEGATIVE,"The comment uses the term 'stiff' which implies a lack of fluidity or grace in Saka's running style, suggesting criticism rather than praise."
arsenal,Bukayo Saka,Why are they all running like saka,https://www.instagram.com/reel/DATSnastxPY/,und,-1.0,NEGATIVE,"The comment uses 'like saka' in a derogatory manner, implying that the players are running in a poor or ineffective way similar to Bukayo Saka. This suggests a negative sentiment towards Saka, as it associates his name with a lack of capability."
arsenal,Bukayo Saka,👏 saka  technique,https://www.instagram.com/reel/DATSnastxPY/,und,1.0,POSITIVE,"The comment praises Bukayo Saka's technique, indicated by the positive emoji and the use of the word 'technique', which suggests admiration for his skills."
arsenal,Bukayo Saka,Yayy Saka ❤️,https://www.instagram.com/reel/DAGXjS1t9lS/,"Gearing up for tonight 💪Head to Arsenal.com, the App or our YouTube channel to watch Inside Training ahead of our Atalanta test 📺",1.0,POSITIVE,"The comment expresses excitement and affection towards Bukayo Saka by using the word 'Yayy' followed by a heart emoji, indicating strong positive sentiment."
arsenal,Bukayo Saka,I have always said it. Its not Arsenal playing if there is no Odegaard or no Saka. Its a long season for Arsenal,https://www.instagram.com/p/DAD9p7morwg/,Italy bound 🇮🇹,0.0,NEUTRAL,The comment mentions Bukayo Saka but discusses the overall performance of the Arsenal team rather than expressing a clear opinion about Saka himself. It indicates Saka's importance but does not imply positive or negative sentiment towards him.
arsenal,Bukayo Saka,Thanks God my lovely player is back start boi bukayo saka,https://www.instagram.com/p/DAD0O9NIFRt/,Getting #ucl ready 👊Our new European training gear is available now on Arsenal Direct 🛍️📍 Sobha Realty Training Centre,1.0,POSITIVE,"The comment expresses excitement and happiness about Bukayo Saka being back, with affectionate language such as 'my lovely player' and the use of 'start boi', indicating a strong positive sentiment towards him."
arsenal,Bukayo Saka,WE was forget saka m'y freinds😂,https://www.instagram.com/p/DAB298aOBA2/,und,-1.0,NEGATIVE,"The comment suggests forgetting Bukayo Saka, which indicates a negative sentiment towards him. The use of 'forget' implies that the commenter does not value Saka's contributions or presence."
arsenal,Bukayo Saka,Bukayo Saka just had to be there🙌🏽 🌟boy,https://www.instagram.com/reel/DABleGVogue/,How our bench reacted to Gabriel’s winner in the north London derby 🤩,1.0,POSITIVE,"The comment expresses a positive sentiment towards Bukayo Saka by stating 'just had to be there' which implies he is significant in the context, and the use of celebratory emojis (🙌🏽 🌟) further enhances the positive sentiment."
arsenal,Bukayo Saka,🙌🏾@rosakafaji 🔥🔥🔥,https://www.instagram.com/p/DABcTh6Iy02/,und,0.0,NEUTRAL,The comment features cheering emojis and doesn't explicitly reference Bukayo Saka in a positive or negative context. It appears to express excitement but lacks clear sentiment towards the player.
arsenal,Bukayo Saka,"At the front Gabriel Martinellie, Jessu and Saka😍",https://www.instagram.com/p/DABVcgsNvZP/,The Arsenal. Our 2024/25 squad.,1.0,POSITIVE,"The comment mentions Bukayo Saka alongside other players (Gabriel Martinelli and Jesus) in a positive context. The use of the heart eyes emoji (😍) further emphasizes the admiration and positive sentiment towards these players, including Saka."
arsenal,Bukayo Saka,Saka with the leadership role,https://www.instagram.com/reel/DABBT7_tcsX/,Blocking out the noise. Getting in the zone. 🧘‍♂️,1.0,POSITIVE,"The comment highlights Saka's leadership role, indicating a positive view of his capabilities and contributions as a player."
arsenal,Bukayo Saka,Saka is turning into a leader already love that 💯🙌,https://www.instagram.com/reel/DABBT7_tcsX/,Blocking out the noise. Getting in the zone. 🧘‍♂️,1.0,POSITIVE,"The comment expresses admiration for Saka, highlighting his development into a leader. The use of 'love that' and the supportive emojis indicate a very positive sentiment towards him."
